RK,TEAM,GP,PTS,FGM-FGA,FG%,3PM-3PA,3P%,FTM-FTA,FT%
277,Appalachian State,29,63.5,22.0-55.2,0.398,6.4-20.3,0.316,13.1-18.5,0.709
277,Northwestern,32,63.5,22.7-52.2,0.436,7.1-19.8,0.359,10.9-14.9,0.732
280,Kennesaw State,32,63.3,22.4-55.5,0.404,6.7-20.7,0.324,11.8-16.2,0.732
281,Santa Clara,32,63.3,22.2-52.3,0.424,6.9-19.9,0.349,12.0-16.3,0.737
281,Georgia Tech,31,63.3,23.7-58.1,0.408,4.2-15.8,0.267,11.7-18.1,0.648
281,Tennessee,32,63.3,22.7-53.3,0.425,6.1-18.3,0.331,11.9-17.2,0.691
284,La Salle,33,63.2,22.4-53.2,0.42,5.0-15.7,0.321,13.5-19.4,0.694
285,Mt. St. Mary's,30,63.1,22.1-54.8,0.402,7.6-23.0,0.33,11.4-16.7,0.682
286,Kansas State,32,63,21.6-49.8,0.433,4.4-13.2,0.335,15.5-22.9,0.676
286,Dartmouth,28,63,22.5-51.6,0.436,5.9-16.7,0.351,12.1-18.8,0.646
288,Clemson,31,62.7,22.2-54.4,0.409,5.5-18.5,0.299,12.7-18.7,0.682
289,Seattle,31,62.6,21.8-49.3,0.442,6.9-17.7,0.388,12.1-18.4,0.658
289,Florida Atlantic,29,62.6,22.4-53.9,0.417,7.3-21.0,0.348,10.4-15.4,0.673
291,Jacksonville State,31,62.5,20.9-54.8,0.381,5.8-19.3,0.299,15.0-21.0,0.716
292,Florida Intl,33,62.4,22.7-51.3,0.442,4.6-14.8,0.31,12.5-19.6,0.635
292,Western Illinois,28,62.4,22.1-55.1,0.401,6.7-19.2,0.35,11.5-16.5,0.698
292,Cincinnati,32,62.4,22.4-49.4,0.453,5.0-15.1,0.333,12.6-18.7,0.674
295,Eastern Illinois,31,62.3,22.2-50.8,0.437,6.9-19.0,0.365,11.0-17.1,0.645
295,Cornell,30,62.3,20.5-51.9,0.395,6.0-19.3,0.313,15.2-20.3,0.749
297,Loyola Marymount,31,62.2,21.9-52.3,0.418,5.2-14.6,0.354,13.3-18.7,0.71
297,Denver,30,62.2,21.9-45.6,0.48,7.5-19.6,0.38,10.9-14.2,0.766
297,UT Rio Grande Valley,31,62.2,21.9-51.9,0.421,4.2-14.0,0.3,14.2-21.0,0.676
300,Loyola-Chicago,32,62,22.6-48.0,0.47,6.1-15.4,0.394,10.8-16.0,0.674
300,New Mexico,31,62,22.1-51.3,0.432,4.8-15.5,0.308,12.9-19.6,0.658
300,Alabama A&M,29,62,21.0-52.9,0.397,5.7-19.9,0.288,14.3-22.2,0.645
303,Hartford,30,61.9,21.5-53.2,0.404,7.8-24.1,0.325,11.1-15.9,0.698
304,Presbyterian College,32,61.8,23.2-51.8,0.447,4.3-13.3,0.32,11.3-17.1,0.659
304,San Diego State,34,61.8,22.2-53.1,0.419,5.2-16.4,0.32,12.1-19.2,0.629
304,Mississippi State,32,61.8,20.9-48.7,0.43,4.2-13.6,0.306,15.8-22.7,0.696
307,Saint Joseph's,31,61.7,22.2-55.0,0.404,5.4-18.0,0.299,11.9-19.4,0.615
307,Wyoming,34,61.7,21.4-46.3,0.462,5.9-18.2,0.323,13.1-18.5,0.707
309,South Florida,32,61.6,23.3-53.8,0.433,4.3-14.0,0.304,10.8-17.4,0.619
310,Nebraska,31,61.5,21.4-52.0,0.412,5.2-18.3,0.284,13.4-19.0,0.707
310,Texas State,31,61.5,21.4-53.1,0.404,5.1-16.3,0.314,13.5-19.5,0.69
312,UMass Lowell,29,61.4,21.0-51.1,0.412,7.7-21.4,0.359,11.6-17.5,0.663
313,Morgan State,31,61.2,21.7-60.5,0.359,5.3-18.5,0.284,12.5-20.1,0.625
313,Saint Peter's,34,61.2,20.5-49.9,0.412,5.7-16.6,0.343,14.5-21.9,0.66
313,Marist,32,61.2,20.3-50.9,0.398,7.1-22.4,0.315,13.5-19.3,0.7
316,Navy,32,61,22.5-51.2,0.439,5.3-16.2,0.328,10.8-16.0,0.671
317,Texas Tech,32,60.9,20.4-50.3,0.405,5.3-16.4,0.323,14.9-23.2,0.642
317,Oregon State,31,60.9,21.5-50.9,0.422,5.2-16.0,0.323,12.8-18.5,0.693
319,IUPUI,31,60.7,22.3-52.4,0.426,4.1-13.7,0.296,12.0-17.2,0.701
319,Jackson State,32,60.7,21.9-56.6,0.387,4.8-17.4,0.274,12.1-18.7,0.647
321,Missouri,32,60.5,21.3-52.9,0.403,6.1-18.6,0.329,11.7-17.5,0.666
321,Nevada,31,60.5,20.5-54.0,0.381,3.6-13.5,0.266,15.8-22.7,0.696
323,Cal Poly,29,60.4,21.4-54.8,0.39,5.7-18.4,0.311,11.9-17.4,0.684
323,Maine,30,60.4,21.6-53.3,0.405,6.6-20.3,0.323,10.7-14.7,0.726
325,Pennsylvania,28,60.3,21.4-49.3,0.434,5.5-16.0,0.346,11.9-17.7,0.675
326,Southern Miss,29,60.1,21.3-49.6,0.43,6.3-19.1,0.33,11.1-17.8,0.627
327,Arkansas-Pine Bluff,32,59.8,20.5-51.2,0.401,6.3-19.1,0.332,12.4-18.3,0.68
327,Saint Louis,32,59.8,20.4-49.6,0.411,5.4-16.5,0.326,13.6-20.8,0.655
329,Missouri State,31,59.7,21.1-52.0,0.406,5.1-16.5,0.309,12.4-16.9,0.731
330,Southern Illinois,33,59.6,20.6-49.3,0.419,4.2-12.7,0.33,14.2-20.2,0.702
330,Drexel,30,59.6,20.5-52.3,0.391,5.9-18.0,0.326,12.8-17.1,0.745
332,South Carolina State,33,59.5,21.4-55.9,0.382,5.6-18.4,0.303,11.2-18.5,0.603
332,Fairfield,31,59.5,19.8-50.9,0.389,6.4-19.8,0.322,13.5-18.9,0.716
332,Drake,31,59.5,20.5-45.0,0.456,6.5-15.8,0.408,11.9-15.5,0.768
335,Bethune-Cookman,32,59.3,19.6-49.0,0.4,5.1-16.9,0.301,15.1-21.0,0.717
335,Rutgers,32,59.3,21.5-54.7,0.392,4.8-16.1,0.295,11.6-17.8,0.653
337,Central Connecticut,31,59.2,21.7-54.0,0.402,4.7-14.6,0.322,11.0-15.5,0.71
338,North Carolina A&T,32,58.9,20.3-50.7,0.4,4.9-17.3,0.283,13.5-19.8,0.681
339,Loyola (MD),30,58.8,20.2-53.0,0.382,4.9-15.2,0.325,13.4-20.0,0.671
340,American,33,58.7,20.7-44.8,0.462,6.5-17.3,0.373,10.9-15.4,0.705
341,Charleston,33,58.6,20.8-51.8,0.402,6.0-17.4,0.343,11.1-16.8,0.66
341,Utah Valley,30,58.6,20.5-51.3,0.4,5.6-18.9,0.299,11.9-17.1,0.695
343,Chicago State,32,58,20.6-54.6,0.377,6.1-20.1,0.301,10.7-16.1,0.667
344,Tennessee State,31,57.8,19.7-49.9,0.395,5.5-15.7,0.35,12.9-20.9,0.619
345,Binghamton,32,57.7,19.8-49.9,0.396,5.3-17.3,0.309,12.8-19.3,0.66
346,Bradley,33,57,19.4-51.5,0.376,5.4-18.0,0.301,12.9-19.4,0.663
347,Savannah State,31,56.7,21.3-52.0,0.41,3.4-13.3,0.252,10.7-18.6,0.576
348,UMBC,30,56.1,19.7-48.0,0.41,5.1-15.6,0.326,11.6-18.0,0.644
349,Florida A&M,29,55.4,19.3-51.7,0.373,4.1-14.5,0.283,12.7-19.6,0.649
350,San José State,30,53.7,18.4-52.0,0.355,6.5-22.3,0.293,10.3-15.8,0.653
351,Grambling,29,52,17.7-48.9,0.361,3.6-12.6,0.287,13.1-20.1,0.651
