RK,TEAM,GP,PTS,FGM-FGA,FG%,3PM-3PA,3P%,FTM-FTA,FT%
102,Oral Roberts,32,70.3,25.3-55.0,0.461,4.8-13.3,0.363,14.8-19.9,0.741
102,Texas Southern,31,70.3,25.0-56.9,0.44,8.9-25.1,0.356,11.3-17.7,0.636
102,St. Francis (BKN),30,70.3,25.4-59.6,0.426,6.9-20.9,0.328,12.5-18.8,0.665
102,Virginia Tech,32,70.3,24.7-58.0,0.426,5.7-18.1,0.314,15.1-21.3,0.709
107,Sacred Heart,29,70.2,25.1-57.1,0.44,6.7-18.9,0.352,13.3-18.4,0.722
107,Youngstown State,32,70.2,24.8-57.8,0.429,6.6-19.9,0.332,14.0-20.3,0.689
107,South Carolina Upstate,33,70.2,25.5-57.5,0.445,6.5-18.6,0.347,12.6-19.4,0.65
110,Ohio State,32,69.9,25.2-55.3,0.456,6.2-17.2,0.359,13.2-19.1,0.692
110,Connecticut,30,69.9,24.2-54.8,0.442,6.4-18.7,0.34,15.0-20.2,0.743
112,Mt. St. Mary's,32,69.8,24.3-56.7,0.429,8.6-25.3,0.338,12.6-18.1,0.697
113,San Francisco,31,69.7,24.4-53.8,0.453,8.0-20.0,0.401,12.9-19.4,0.667
113,Northeastern,32,69.7,23.5-52.8,0.446,7.1-18.9,0.373,15.6-20.6,0.755
115,Pittsburgh,32,69.6,25.6-53.8,0.475,5.1-14.1,0.36,13.4-20.2,0.664
116,Long Beach State,32,69.5,24.7-55.4,0.446,6.8-20.0,0.341,13.3-20.4,0.655
117,Wichita State,34,69.4,24.6-55.5,0.443,6.6-19.6,0.337,13.7-19.9,0.688
117,Elon,32,69.4,24.8-56.8,0.437,7.8-22.3,0.348,12.0-16.8,0.713
117,Miami,32,69.4,24.9-54.3,0.458,6.7-18.9,0.351,12.9-19.1,0.675
120,Western Carolina,33,69.3,25.1-58.3,0.43,6.3-18.5,0.339,12.9-18.3,0.704
121,Chattanooga,32,69.3,23.8-56.9,0.418,5.2-17.5,0.298,16.5-24.8,0.665
121,Lipscomb,30,69.3,23.9-56.3,0.424,5.3-16.6,0.32,16.2-25.1,0.645
121,Butler,34,69.3,24.3-53.5,0.453,6.6-19.0,0.348,14.1-20.5,0.689
124,Eastern Washington,31,69.2,24.2-58.4,0.415,8.5-25.0,0.341,12.3-18.7,0.655
124,San Diego State,32,69.2,24.6-56.2,0.438,5.9-18.1,0.324,14.1-20.8,0.676
124,Campbell,33,69.2,25.9-58.2,0.445,4.1-13.3,0.307,13.3-18.8,0.709
124,Kansas State,34,69.2,24.9-57.2,0.436,6.9-19.0,0.363,12.4-18.1,0.689
128,Tulane,33,69.1,22.5-54.2,0.416,6.3-18.3,0.345,17.7-24.5,0.724
128,Lafayette,34,69.1,24.8-54.2,0.457,8.1-21.1,0.384,11.4-15.2,0.754
128,Illinois,34,69.1,24.1-58.0,0.416,7.8-24.0,0.325,13.1-18.1,0.725
128,Florida Intl,32,69.1,23.9-56.1,0.427,7.0-21.0,0.333,14.2-20.1,0.707
128,Liberty,35,69.1,23.3-54.3,0.429,6.9-18.5,0.373,15.6-21.5,0.726
133,UC Irvine,35,69,25.1-58.1,0.433,6.8-20.2,0.335,12.0-18.0,0.665
133,Marshall,32,69,24.0-56.1,0.427,6.2-20.2,0.307,14.9-24.9,0.598
133,Marquette,31,69,24.5-52.5,0.467,4.3-14.2,0.301,15.7-21.7,0.723
133,Delaware,33,69,23.5-55.5,0.423,4.4-14.1,0.309,17.6-23.3,0.754
137,Harvard,28,68.9,22.8-47.4,0.482,6.4-15.9,0.401,16.9-23.5,0.72
137,Saint Louis,32,68.9,23.3-52.0,0.447,6.2-17.8,0.347,16.2-22.8,0.709
137,Wagner,31,68.9,24.4-55.9,0.436,4.3-13.5,0.317,15.9-22.5,0.705
137,Portland State,28,68.9,25.0-55.1,0.455,5.4-14.3,0.377,13.4-18.1,0.743
137,New Orleans,26,68.9,25.6-58.2,0.44,3.5-12.2,0.288,14.2-21.4,0.661
137,Toledo,28,68.9,23.6-55.0,0.429,5.9-17.7,0.335,15.7-20.6,0.761
143,Utah State,31,68.8,24.2-51.5,0.469,5.7-16.1,0.356,14.7-20.4,0.723
143,William & Mary,30,68.8,23.9-51.2,0.467,7.4-19.9,0.374,13.5-19.0,0.709
143,Longwood,33,68.8,25.5-57.5,0.443,5.1-15.8,0.319,12.8-18.0,0.71
146,Arkansas State,31,68.6,22.7-56.0,0.406,6.4-20.4,0.311,16.8-24.6,0.682
147,Towson,31,68.5,24.3-55.4,0.439,5.4-16.9,0.32,14.5-22.2,0.654
147,South Alabama,29,68.5,22.5-55.1,0.409,5.7-17.5,0.325,17.8-24.8,0.717
149,Minnesota,32,68.4,23.9-54.0,0.442,5.2-16.0,0.326,15.5-22.6,0.685
149,Tulsa,32,68.4,23.3-53.5,0.436,6.2-18.2,0.338,15.6-23.2,0.674
151,Idaho,30,68.3,23.8-51.1,0.467,6.4-17.4,0.368,14.3-19.2,0.743
152,Michigan State,33,68.2,24.5-53.4,0.46,5.0-14.5,0.342,14.2-19.8,0.717
152,Georgia State,31,68.2,23.8-54.4,0.439,7.1-19.7,0.358,13.5-18.9,0.712
152,Colorado,32,68.2,23.7-54.3,0.436,5.4-15.6,0.347,15.4-22.5,0.684
152,Jacksonville,32,68.2,24.2-57.2,0.423,5.2-16.0,0.324,14.6-20.8,0.703
156,Stony Brook,31,68.1,23.8-53.9,0.441,5.9-16.7,0.351,14.7-20.6,0.712
156,Evansville,32,68.1,24.8-56.7,0.436,5.8-15.8,0.366,12.8-17.3,0.737
158,CSU Bakersfield,30,68,23.7-56.6,0.418,6.6-19.7,0.337,14.1-20.1,0.7
158,Boston University,29,68,24.6-54.8,0.449,8.1-21.7,0.374,10.7-14.7,0.727
158,New Mexico State,34,68,24.0-52.0,0.461,4.0-12.4,0.32,16.1-24.5,0.656
161,Villanova,33,67.8,21.4-51.5,0.415,6.1-18.1,0.336,19.0-26.4,0.72
162,Southern,32,67.7,23.2-53.5,0.434,6.8-18.6,0.362,14.5-21.0,0.69
163,Duquesne,30,67.6,23.8-58.2,0.409,8.1-24.1,0.338,11.9-18.4,0.644
163,Charlotte,32,67.6,24.0-54.5,0.441,3.4-12.9,0.267,16.1-24.7,0.652
163,Washington,33,67.6,24.6-56.5,0.436,5.2-15.3,0.342,13.1-19.3,0.678
163,Morgan State,32,67.6,25.2-56.5,0.446,4.2-14.3,0.292,13.0-22.1,0.589
167,California,31,67.5,25.3-56.8,0.446,4.0-13.3,0.304,12.9-17.7,0.725
167,Wake Forest,31,67.5,23.1-53.3,0.434,5.4-15.7,0.345,15.8-23.3,0.68
167,Pacific,34,67.5,23.7-52.5,0.452,6.4-16.6,0.383,13.7-19.8,0.694
167,Central Michigan,31,67.5,21.9-53.7,0.409,8.1-24.3,0.332,15.5-21.3,0.729
167,Nevada,31,67.5,22.7-53.9,0.421,5.9-19.2,0.308,16.2-22.3,0.729
172,New Mexico,34,67.4,22.0-51.7,0.425,6.4-18.1,0.354,17.1-23.7,0.722
172,Utah Valley,32,67.4,24.8-54.7,0.453,5.7-16.9,0.334,12.2-17.2,0.71
172,Saint Joseph's,31,67.4,23.4-53.1,0.44,7.1-21.1,0.338,13.5-19.4,0.698
172,North Dakota,32,67.4,23.6-55.6,0.424,6.3-18.3,0.344,13.9-19.7,0.709
176,Nicholls,30,67.3,23.8-54.2,0.438,5.3-17.4,0.305,14.5-21.7,0.668
176,Bucknell,33,67.3,24.1-52.9,0.456,4.6-12.8,0.36,14.5-19.5,0.744
178,Western Kentucky,35,67.2,23.3-54.1,0.431,6.4-19.7,0.324,14.2-21.1,0.674
179,Bethune-Cookman,34,67.1,24.0-57.6,0.416,5.6-18.2,0.306,13.6-21.8,0.624
179,Boston College,33,67.1,22.7-51.5,0.441,7.1-20.1,0.353,14.6-20.5,0.712
179,Yale,31,67.1,22.5-52.2,0.431,5.9-16.9,0.351,16.2-22.2,0.728
179,North Carolina Central,31,67.1,22.8-49.5,0.46,5.4-15.6,0.348,16.1-21.9,0.734
179,Providence,31,67.1,23.4-57.1,0.409,5.6-17.8,0.314,14.8-21.4,0.692
179,Western Michigan,32,67.1,22.3-51.5,0.434,5.4-16.8,0.324,16.9-24.3,0.696
179,Fort Wayne,33,67.1,23.5-53.7,0.439,6.7-18.8,0.358,13.2-20.6,0.642
186,Florida State,33,67,22.9-51.8,0.443,5.8-16.6,0.346,15.4-21.0,0.732
186,North Dakota State,33,67,24.6-52.4,0.47,6.9-19.2,0.359,10.9-15.2,0.716
186,Coastal Carolina,29,67,24.6-56.1,0.439,4.5-14.4,0.31,13.3-20.2,0.656
189,Bradley,32,66.9,24.8-57.0,0.436,5.2-16.3,0.318,12.1-16.8,0.719
189,UT Martin,30,66.9,22.7-57.8,0.394,5.6-16.9,0.334,15.8-21.3,0.742
189,Buffalo,34,66.9,23.4-52.0,0.449,6.3-18.2,0.347,13.9-19.7,0.703
189,Loyola (MD),32,66.9,23.8-54.9,0.433,4.1-13.6,0.301,15.3-22.4,0.683
189,Northern Arizona,32,66.9,24.6-56.4,0.437,5.7-17.3,0.327,12.0-17.7,0.675
194,George Mason,32,66.8,24.1-55.1,0.437,5.2-14.9,0.349,13.3-18.6,0.716
194,Radford,32,66.8,23.4-59.0,0.397,6.1-19.3,0.314,13.8-21.3,0.648
196,Southern Utah,31,66.6,23.2-57.0,0.406,5.2-16.2,0.322,15.1-20.8,0.724
196,Cincinnati,33,66.6,23.2-57.5,0.402,6.8-21.5,0.317,13.5-20.8,0.649
196,Norfolk State,32,66.6,23.6-56.2,0.42,5.2-16.0,0.324,14.3-22.3,0.64
199,Little Rock,32,66.5,22.9-54.3,0.422,5.1-15.0,0.337,15.7-23.2,0.676
200,Jacksonville State,28,66.3,22.8-51.2,0.445,5.7-16.1,0.353,15.1-22.3,0.678
201,Tennessee,32,66.3,22.8-52.9,0.432,5.2-16.4,0.317,15.4-22.3,0.691
201,McNeese,31,66.3,24.9-59.6,0.417,5.2-15.6,0.33,11.4-17.7,0.643
201,North Florida,32,66.3,23.8-54.6,0.437,7.8-22.7,0.344,10.7-16.2,0.661
201,George Washington,30,66.3,24.4-55.3,0.441,2.8-10.0,0.279,14.7-22.3,0.657
201,Maine,30,66.3,24.4-56.3,0.434,5.2-17.7,0.294,12.2-18.6,0.655
206,Wisconsin,33,66.2,23.9-56.2,0.426,7.5-22.3,0.338,10.8-17.0,0.635
206,Jackson State,29,66.2,22.3-57.2,0.39,6.2-20.0,0.312,15.3-22.0,0.699
206,North Texas,32,66.2,23.1-56.0,0.413,3.5-12.4,0.285,16.4-23.1,0.708
209,West Virginia,32,66.1,22.6-55.3,0.408,5.3-16.9,0.316,15.7-22.5,0.695
209,South Carolina,32,66.1,23.2-56.3,0.412,6.0-18.7,0.321,13.7-19.8,0.688
209,Northern Iowa,32,66.1,22.7-51.6,0.441,7.8-21.4,0.363,12.8-16.8,0.765
212,Green Bay,33,66,22.7-51.8,0.438,4.8-14.3,0.338,15.7-20.9,0.751
212,Marist,31,66,22.9-53.9,0.425,6.4-18.4,0.346,13.8-21.3,0.648
214,Gardner-Webb,33,65.9,23.2-54.9,0.423,5.6-17.1,0.33,13.8-19.2,0.716
215,Indiana State,32,65.8,22.3-51.8,0.43,5.7-17.6,0.324,15.5-22.1,0.704
215,Cornell,31,65.8,23.6-55.7,0.424,6.7-19.6,0.342,11.9-16.9,0.704
217,USC,32,65.7,24.3-57.1,0.426,5.2-15.2,0.342,11.8-17.1,0.693
217,UT Rio Grande Valley,32,65.7,23.1-53.5,0.431,6.6-17.6,0.374,12.9-20.3,0.637
219,Fairleigh Dickinson,31,65.6,23.4-54.0,0.432,6.1-17.5,0.35,12.8-19.0,0.671
220,Seattle,30,65.5,24.5-58.3,0.419,6.0-18.6,0.325,10.6-16.9,0.625
220,Cal Poly,31,65.5,22.6-52.9,0.428,7.2-19.1,0.378,13.0-17.8,0.73
220,IUPUI,32,65.5,24.7-55.8,0.443,6.9-19.4,0.357,9.2-13.7,0.67
223,Mercer,34,65.4,22.2-51.2,0.433,7.3-20.8,0.353,13.8-18.2,0.757
223,Denver,30,65.4,23.2-48.3,0.481,8.2-21.5,0.38,10.8-14.6,0.738
223,Rutgers,31,65.4,24.1-54.5,0.442,4.8-13.5,0.357,12.4-17.7,0.699
223,Florida Atlantic,32,65.4,22.9-54.2,0.422,6.1-16.9,0.36,13.5-19.3,0.701
223,Texas,33,65.4,22.7-54.9,0.414,5.0-16.9,0.297,14.9-22.7,0.656
223,Texas Tech,31,65.4,23.3-55.2,0.421,4.8-16.7,0.288,14.0-21.0,0.667
229,St. John's,31,65.3,25.0-60.2,0.416,3.7-13.5,0.274,11.5-18.0,0.64
229,Charleston,34,65.3,22.9-52.1,0.44,5.9-17.1,0.344,13.6-20.0,0.678
229,Purdue,32,65.3,24.3-57.7,0.421,4.3-13.5,0.318,12.4-19.3,0.641
232,Ball State,30,65.2,21.9-51.4,0.425,5.9-18.0,0.327,15.6-23.9,0.652
232,Xavier,31,65.2,23.3-51.0,0.456,4.5-12.9,0.35,14.1-21.1,0.667
232,James Madison,34,65.2,22.5-53.6,0.42,5.7-17.2,0.333,14.4-20.5,0.701
235,San Diego,34,65.1,23.0-52.8,0.435,6.0-17.1,0.349,13.2-19.5,0.676
235,Stephen F. Austin,31,65.1,24.2-51.5,0.469,4.2-13.0,0.326,12.5-20.6,0.606
235,Chicago State,32,65.1,23.7-58.9,0.402,6.9-20.8,0.332,10.8-14.8,0.732
238,Florida A&M,31,65,23.6-59.6,0.396,5.5-18.1,0.305,12.3-19.5,0.627
239,Old Dominion,30,64.9,23.6-57.6,0.409,4.6-16.9,0.273,13.2-19.9,0.661
240,Auburn,32,64.8,22.7-55.5,0.409,5.7-18.4,0.311,13.7-19.6,0.7
241,Monmouth,31,64.8,23.1-58.1,0.397,5.5-17.6,0.31,13.2-18.7,0.706
241,Loyola Marymount,34,64.8,22.6-56.3,0.402,5.8-17.6,0.331,13.7-19.5,0.703
241,Tennessee Tech,29,64.8,22.4-52.7,0.426,6.1-19.1,0.319,13.8-19.5,0.708
244,Seton Hall,33,64.7,22.5-51.6,0.437,7.9-21.5,0.367,11.7-17.8,0.658
244,Sacramento State,29,64.7,22.1-53.3,0.414,5.5-16.3,0.338,15.0-20.7,0.728
246,UC Santa Barbara,31,64.6,22.7-54.1,0.419,8.0-23.0,0.346,11.3-16.3,0.692
246,Georgetown,31,64.6,23.0-50.4,0.456,5.9-16.4,0.358,12.7-18.7,0.68
248,SMU,32,64.5,22.8-50.8,0.449,3.5-10.3,0.345,15.4-20.7,0.745
249,Fordham,31,64.4,23.2-57.6,0.402,5.4-17.4,0.311,12.7-18.8,0.674
249,Albany,34,64.4,21.8-49.9,0.438,6.0-16.5,0.364,14.8-20.1,0.734
249,Washington State,32,64.4,22.4-52.5,0.427,7.3-20.9,0.347,12.3-17.9,0.688
249,Princeton,28,64.4,22.6-48.9,0.462,6.7-17.0,0.395,12.5-17.3,0.723
249,The Citadel,30,64.4,22.7-50.1,0.453,5.9-16.3,0.361,13.1-18.6,0.703
249,Loyola-Chicago,31,64.4,22.8-51.2,0.446,5.9-16.3,0.364,12.7-17.7,0.718
255,Georgia Tech,31,64.3,24.2-57.8,0.419,5.6-17.5,0.318,10.3-16.2,0.635
256,Prairie View A&M,34,64.2,24.2-60.7,0.398,3.8-14.5,0.261,12.0-19.6,0.615
256,Utah,33,64.2,22.8-52.0,0.439,5.9-16.4,0.362,12.5-16.6,0.755
258,Cleveland State,32,64.1,22.9-54.2,0.423,6.4-18.8,0.343,11.8-16.7,0.708
259,Virginia,32,64,23.6-51.7,0.456,6.1-15.8,0.385,10.8-15.1,0.714
259,Rider,32,64,22.2-51.0,0.435,6.1-17.6,0.344,13.5-20.1,0.672
259,UT San Antonio,32,64,21.7-54.0,0.401,7.4-22.1,0.334,13.3-19.7,0.676
262,Houston Baptist,31,63.9,23.0-55.5,0.414,4.5-14.2,0.32,13.5-20.3,0.664
262,UT Arlington,32,63.9,22.5-54.7,0.412,5.7-16.5,0.343,13.2-20.2,0.653
264,UTEP,32,63.8,22.1-49.1,0.449,5.5-15.8,0.351,14.2-20.9,0.677
264,Sam Houston State,34,63.8,21.8-56.4,0.386,6.6-19.9,0.33,13.6-20.8,0.655
266,Texas A&M,33,63.7,23.2-52.8,0.44,5.0-14.0,0.356,12.2-17.4,0.705
267,Coppin State,32,63.6,21.5-58.7,0.366,7.6-24.0,0.316,13.1-18.8,0.696
268,UMBC,31,63.5,23.2-56.9,0.407,6.6-19.7,0.337,10.6-16.8,0.631
268,Colgate,32,63.5,23.0-55.0,0.418,6.9-20.1,0.342,10.7-15.2,0.707
270,Vermont,32,63.4,21.4-49.0,0.438,4.7-14.6,0.323,15.8-22.3,0.71
270,SE Louisiana,31,63.4,22.3-54.4,0.409,5.9-16.5,0.357,13.0-19.6,0.662
270,Southern Illinois,31,63.4,23.6-53.1,0.446,4.5-14.0,0.32,11.6-18.0,0.642
273,UNC Wilmington,30,63.3,22.6-54.2,0.417,5.3-15.8,0.337,12.7-19.8,0.642
274,Alabama A&M,31,63.1,22.5-56.3,0.399,5.0-17.0,0.294,13.2-21.0,0.63
274,Alabama,33,63.1,22.5-52.3,0.43,5.6-16.4,0.341,12.6-18.2,0.692
276,Mississippi Valley State,28,63,21.2-57.3,0.37,6.0-19.9,0.303,14.6-22.6,0.648
276,Miami (OH),31,63,22.2-51.5,0.43,5.7-17.3,0.331,13.0-19.1,0.68
